user_name;user_id;accommodation_id;accommodation_name;accommodation_address;accommodation_city;accommodation_postal_code;accommodation_country;accommodation_type;distribution;max_guests;last_update
"Asociación Esparza";125;2610;"Hotel África playa";"Carrer Pozo, 23, 48º 4º";"Vall Rojas";90609;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2},{""beds"":1},{""beds"":2}]}";6;"2021-01-19 14:31:01"
"Medrano y Rosario";340;2611;"Casa rural Hugo playa";"Carrer Manuel, 9, 2º";"Bermejo de Ulla";18136;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2},{""beds"":2}]}";6;"2021-09-15 07:03:14"
"Asociación Llamas SA";668;2612;"Hotel Oliver ";"Praza Eva, 67, Bajos";"Os Vanegas del Vallès";51938;ES;VILLA;"{""living_rooms"":2,""bed_rooms"":[{""beds"":3},{""beds"":2},{""beds"":2},{""beds"":1},{""beds"":3}]}";13;"2020-08-10 14:19:43"
"Santamaría de Montaño e Hijo";87;2613;"Apartamento Francisco resort";"Rúa Lebrón, 9, 7º B";"Roybal del Barco";40395;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1},{""beds"":3}]}";6;"2021-07-21 05:43:05"
"Rosa y Sarabia e Hijos";476;2614;"Apartamento Diego resort";"Plaça Llamas, 8, Bajos";"San Chacón";32444;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2}]}";3;"2020-07-05 23:46:01"
"Verdugo de Gallegos e Hijo";886;2615;"Hostal Yaiza playa";"Ronda Molina, 622, 82º E";"San Alba";63112;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":3}]}";6;"2021-10-02 20:10:10"
Arce-Márquez;885;2616;"Hostal María playa";"Carrer Giménez, 663, 0º E";"A Sáenz del Penedès";82381;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":3}]}";6;"2021-02-08 12:01:27"
"Global Rosas e Hijos";928;2617;"Casa rural Ana park";"Rúa Leo, 93, 44º E";"El Carretero de la Sierra";90370;ES;VILLA;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2},{""beds"":1},{""beds"":2},{""beds"":1},{""beds"":3},{""beds"":3}]}";17;"2019-12-06 13:15:10"
"Gestora Grijalva y Asoc.";405;2618;"Casa rural Naiara ";"Plaza Carmona, 6, Bajo 3º";"Vall Garrido Baja";15637;ES;VILLA;"{""living_rooms"":2,""bed_rooms"":[{""beds"":2},{""beds"":2},{""beds"":3}]}";9;"2021-11-08 08:59:04"
"Gaitán, Cabrera y Carrero S. de H.";415;2619;"Hostal Yaiza ";"Carrer Abad, 868, Bajo 4º";"Delafuente de las Torres";54488;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2},{""beds"":1}]}";5;"2021-08-25 19:48:23"
"Corporación Hurtado S. de H.";492;2620;"Villa Lucas resort";"Carrer Aaron, 892, 4º F";"Camacho Medio";96939;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":2}]}";5;"2020-01-23 18:08:41"
"Centro Ávalos-Román";665;2621;"Hotel Juan José playa";"Camino Teresa, 743, 9º A";"O Ocasio Medio";82918;ES;VILLA;"{""living_rooms"":2,""bed_rooms"":[{""beds"":2},{""beds"":3},{""beds"":1}]}";6;"2020-06-21 00:45:05"
"Casanova de Gallego";530;2622;"Hotel Jon resort";"Ruela Benítez, 401, 57º 1º";"As Gutiérrez";57538;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":2}]}";8;"2021-02-21 00:44:52"
"Toro-Vaca SA";933;2623;"Apartamentos Erik ";"Travessera Martínez, 93, 6º D";"San Espino";25137;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1},{""beds"":3}]}";4;"2020-07-06 22:10:30"
"Arreola-Cruz SA";775;2624;"Apartamentos Cristian playa";"Avenida Miguel Ángel, 186, 9º C";"El Magaña";16185;ES;VILLA;"{""living_rooms"":2,""bed_rooms"":[{""beds"":1},{""beds"":1},{""beds"":1},{""beds"":2}]}";5;"2020-07-30 13:56:12"
"Galindo, Camarillo y Mejía e Hija";917;2625;"Apartamento Pol ";"Travessera Aleix, 660, Bajos";"A Carrillo del Vallès";18270;ES;VILLA;"{""living_rooms"":2,""bed_rooms"":[{""beds"":3},{""beds"":2},{""beds"":1}]}";7;"2020-03-15 11:52:35"
"Narváez-Zaragoza e Hijos";991;2626;"Casa rural Pilar resort";"Plaza África, 245, 93º E";"Villa Márquez del Puerto";63780;ES;VILLA;"{""living_rooms"":2,""bed_rooms"":[{""beds"":3},{""beds"":1},{""beds"":2},{""beds"":1},{""beds"":3}]}";10;"2021-06-25 03:50:56"
"Tejada de Gaitán SRL";725;2627;"Casa rural Pedro ";"Camino Galán, 57, 91º 5º";"Os Cintrón";40130;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1},{""beds"":2},{""beds"":2}]}";7;"2021-05-21 12:55:32"
"Grupo Acosta-Ferrer";73;2628;"Apartamentos Izan resort";"Carrer Sepúlveda, 4, 8º D";"Villa Tijerina";32465;ES;VILLA;"{""living_rooms"":3,""bed_rooms"":[{""beds"":3},{""beds"":2},{""beds"":1},{""beds"":2},{""beds"":2}]}";12;"2020-08-23 20:41:43"
"Roldán-Zúñiga SRL";962;2629;"Hostal Adrián ";"Rúa Ros, 456, 28º B";"La Sepúlveda del Vallès";30237;ES;VILLA;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1},{""beds"":2},{""beds"":1},{""beds"":2},{""beds"":1}]}";11;"2021-08-02 23:38:27"
"Reséndez y Ramírez e Hijos";360;2630;"Hostal Cristina resort";"Avenida Iván, 502, 7º B";"O Luna";49511;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2}]}";3;"2019-12-16 12:24:47"
"Campos de Alarcón y Flia.";536;2631;"Casa rural Víctor park";"Plaza Laureano, 14, Bajos";"El Pardo Medio";09430;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2},{""beds"":2}]}";4;"2019-12-07 02:07:40"
"Enríquez de Galarza y Asoc.";901;2632;"Villa Berta park";"Passeig José Antonio, 34, 58º F";"Las Escudero";18457;ES;VILLA;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2},{""beds"":3},{""beds"":1},{""beds"":3},{""beds"":1},{""beds"":1}]}";13;"2021-07-05 22:02:01"
"Torres-Lázaro SRL";537;2633;"Casa rural Alba resort";"Plaça Brito, 5, 7º F";"Zaragoza del Vallès";10706;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":1}]}";4;"2020-04-29 02:17:18"
"Global Escalante";86;2634;"Apartamentos Fernando playa";"Passeig Vidal, 8, 3º C";"As Bonilla";09994;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":2}]}";7;"2021-08-09 04:03:59"
"Global Puga-Polanco";548;2635;"Apartamentos Juana resort";"Plaça Marín, 363, Bajos";"Naranjo de Arriba";72460;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":3}]}";9;"2021-02-04 03:26:57"
"Air Luna";41;2636;"Hotel Izan ";"Camiño Costa, 1, 8º C";"Cortés del Vallès";13751;ES;VILLA;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":3},{""beds"":3},{""beds"":2},{""beds"":3},{""beds"":1}]}";17;"2021-03-16 23:36:28"
"Hernándes y Moya y Flia.";467;2637;"Apartamento Ainhoa resort";"Ronda Rubén, 10, 4º E";"El Delagarza de las Torres";41974;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2}]}";2;"2020-03-30 12:49:38"
"Centro Sanabria-Loera";782;2638;"Apartamentos Nil resort";"Passeig Miriam, 2, 6º";"Los Covarrubias";26888;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1},{""beds"":1},{""beds"":3}]}";8;"2021-08-22 18:23:54"
"Guardado y Sancho S. de H.";847;2639;"Hotel Silvia park";"Calle Grijalva, 8, 9º C";"El Luque del Vallès";64452;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2},{""beds"":2},{""beds"":2}]}";7;"2020-03-17 12:32:20"
"Centro Roca SA";170;2640;"Hotel Alexia resort";"Avinguda Soria, 7, Entre suelo 0º";"Valdivia del Vallès";05359;ES;VILLA;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2},{""beds"":2},{""beds"":3},{""beds"":3},{""beds"":3}]}";17;"2021-02-20 15:20:43"
"Serrano y Espinal";175;2641;"Hotel Sandra playa";"Avenida Raúl, 482, Entre suelo 8º";"O De Anda";45132;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3}]}";3;"2021-03-18 11:42:10"
Galarza-Tirado;35;2642;"Villa Lara playa";"Ruela Ian, 6, 9º F";"Los Gaona de Ulla";27071;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2}]}";2;"2021-01-13 06:05:36"
Parra-Cotto;383;2643;"Apartamento Raúl ";"Avinguda Yáñez, 109, 32º E";"Córdoba de la Sierra";25339;ES;VILLA;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2},{""beds"":3},{""beds"":1}]}";7;"2021-01-11 03:01:42"
"Air Sosa SA";323;2644;"Hostal Juan playa";"Camiño Carlos, 85, Ático 2º";"Os Tejeda de Ulla";76522;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2},{""beds"":3},{""beds"":1}]}";8;"2020-04-24 07:41:51"
"Castañeda de De la Torre";326;2645;"Apartamentos Ángela resort";"Plaza Ozuna, 10, 24º B";"L' Córdoba Alta";63311;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1},{""beds"":3}]}";6;"2021-10-22 06:25:35"
Tovar-Bautista;479;2646;"Casa rural Marina park";"Carrer Aitor, 6, 9º F";"Los Hinojosa";68042;ES;VILLA;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":3},{""beds"":1},{""beds"":1},{""beds"":1},{""beds"":1}]}";12;"2021-07-09 14:43:24"
"Domenech-Leiva y Asoc.";137;2647;"Villa Pau ";"Ronda Inmaculada, 851, 14º C";"La Cisneros Baja";25018;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":1}]}";5;"2020-02-14 01:03:30"
"Asociación Curiel";10;2648;"Villa Hugo playa";"Carrer Quintana, 23, 86º C";"Hernández de Ulla";54675;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":3}]}";8;"2020-12-06 11:29:56"
"Verdugo y Madera S. de H.";180;2649;"Hostal Alexia resort";"Ronda Asier, 771, 92º 7º";"O Lozada del Puerto";12295;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2},{""beds"":3}]}";8;"2021-07-27 21:29:12"
"Saavedra y Elizondo";712;2650;"Villa Ana Isabel ";"Camino Gálvez, 898, 8º D";"Os Aguado del Vallès";48881;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1},{""beds"":3}]}";6;"2020-12-28 18:53:18"
"Valle, Quesada y Ceballos e Hijos";484;2651;"Casa rural Encarnación playa";"Calle Loya, 745, 9º A";"Vall Olivo";51348;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":3}]}";9;"2021-09-05 18:31:47"
"Zapata, Duran y Román y Asoc.";296;2652;"Villa Carmen resort";"Ronda Abrego, 8, 52º B";"Los Delarosa del Penedès";00524;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2},{""beds"":1},{""beds"":2}]}";6;"2021-09-28 21:17:03"
"De la Fuente de Requena e Hijo";656;2653;"Apartamento Laia ";"Calle Bravo, 2, 45º E";"Corral de San Pedro";08741;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1}]}";1;"2020-02-17 08:13:50"
"Asociación Duarte-Gil";880;2654;"Apartamento Vega resort";"Avinguda Sofía, 2, 7º D";"A De Jesús";64687;ES;VILLA;"{""living_rooms"":2,""bed_rooms"":[{""beds"":1},{""beds"":3},{""beds"":1},{""beds"":3}]}";8;"2020-01-28 15:13:42"
"Peres-Armas SA";390;2655;"Hotel Rayan resort";"Rúa Samuel, 78, Ático 4º";"Colunga Medio";25234;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":1}]}";5;"2021-03-03 13:23:29"
"Centro Candelaria";934;2656;"Villa Alejandra ";"Carrer Chavarría, 40, 68º D";"Os Hurtado del Pozo";82810;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1},{""beds"":2}]}";3;"2021-09-26 15:40:42"
"Grupo Aranda";117;2657;"Apartamentos Pau ";"Camiño Ignacio, 116, 23º B";"Los Puig del Penedès";24142;ES;VILLA;"{""living_rooms"":2,""bed_rooms"":[{""beds"":2},{""beds"":3},{""beds"":1},{""beds"":2}]}";9;"2020-10-15 19:08:28"
"Estévez-Mateos e Hija";997;2658;"Apartamentos Alex ";"Travessera Arellano, 6, 31º 0º";"Os Ramírez del Mirador";61026;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1},{""beds"":2}]}";3;"2021-01-05 23:10:25"
"Arias de Madrid S. de H.";300;2659;"Apartamento Pablo ";"Carrer Alicia, 55, Bajo 7º";"Lira del Puerto";15214;ES;VILLA;"{""living_rooms"":2,""bed_rooms"":[{""beds"":2},{""beds"":1},{""beds"":1},{""beds"":2},{""beds"":1},{""beds"":1}]}";10;"2021-10-23 05:20:56"
Tamez-Negrón;868;2660;"Hostal Pablo ";"Praza Ávila, 439, 80º A";"El Toro Baja";51793;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1},{""beds"":2}]}";3;"2021-08-18 06:13:36"
"Corona y Ordoñez";647;2661;"Casa rural Asier playa";"Plaza Enrique, 2, 05º E";"Naranjo de la Sierra";05391;ES;VILLA;"{""living_rooms"":2,""bed_rooms"":[{""beds"":2},{""beds"":1},{""beds"":1},{""beds"":3}]}";9;"2021-01-16 04:19:57"
"Márquez y Vicente S. de H.";587;2662;"Hostal Yaiza playa";"Avinguda Aaron, 1, 2º F";"Las Bueno Baja";17006;ES;VILLA;"{""living_rooms"":3,""bed_rooms"":[{""beds"":2},{""beds"":2},{""beds"":3},{""beds"":1},{""beds"":1},{""beds"":1}]}";14;"2020-02-18 11:20:22"
Coronado-Riera;690;2663;"Hotel Margarita park";"Avinguda Ordóñez, 2, 7º";"Atencio Alta";15994;ES;VILLA;"{""living_rooms"":2,""bed_rooms"":[{""beds"":1},{""beds"":1},{""beds"":3},{""beds"":3},{""beds"":1},{""beds"":1}]}";11;"2021-02-18 14:27:47"
"Tamez de Barrios SRL";685;2664;"Apartamento Sara ";"Ruela Lola, 95, 30º B";"Frías de San Pedro";33246;ES;VILLA;"{""living_rooms"":2,""bed_rooms"":[{""beds"":1},{""beds"":3},{""beds"":1}]}";7;"2021-10-25 22:29:14"
"Valladares y Sánchez S. de H.";867;2665;"Hostal Manuel park";"Avenida Nahia, 235, Bajo 8º";"Menchaca del Pozo";49233;ES;VILLA;"{""living_rooms"":3,""bed_rooms"":[{""beds"":3},{""beds"":1},{""beds"":2}]}";9;"2020-02-21 08:26:03"
"Andrés y Arenas";445;2666;"Villa Abril ";"Rúa Silvia, 207, Entre suelo 6º";"L' Lovato";66360;ES;VILLA;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1},{""beds"":1},{""beds"":2},{""beds"":2},{""beds"":2},{""beds"":1}]}";10;"2021-06-12 21:14:57"
"Asociación Luis y Flia.";784;2667;"Villa Noelia resort";"Praza Martos, 2, 1º D";"Os Véliz del Barco";39064;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2},{""beds"":1}]}";5;"2021-03-12 19:03:27"
"Centro Arroyo-Espinoza";753;2668;"Hostal Saúl ";"Passeig Almaráz, 4, Ático 7º";"San Portillo";72129;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2}]}";2;"2021-05-23 11:24:09"
"Grupo Roque-Enríquez";231;2669;"Apartamentos Elsa ";"Carrer Más, 5, 03º F";"Os Tello";18657;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1},{""beds"":3}]}";6;"2020-10-28 13:30:31"
"Gestora De la Cruz e Hijos";109;2670;"Villa Roberto ";"Avinguda Piña, 930, 6º E";"San Domenech";43039;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":3}]}";7;"2021-05-04 08:57:19"
"Archuleta de Noriega y Asoc.";462;2671;"Apartamento Elena ";"Carrer Olivo, 57, 8º C";"Nevárez del Pozo";39721;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2},{""beds"":3}]}";8;"2019-12-05 23:48:55"
"Limón y Valadez";703;2672;"Hotel Enrique park";"Travesía Velázquez, 1, Bajo 4º";"Rivas de Arriba";38152;ES;VILLA;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":1},{""beds"":3},{""beds"":2},{""beds"":2}]}";16;"2021-07-24 22:29:40"
"Bravo, Coronado y Almonte SA";310;2673;"Villa Mar park";"Ruela Josefa, 99, 00º B";"Las Alonzo";60458;ES;VILLA;"{""living_rooms"":3,""bed_rooms"":[{""beds"":3},{""beds"":2},{""beds"":1},{""beds"":2}]}";10;"2021-08-15 02:50:17"
"Chacón y Rincón e Hijo";840;2674;"Apartamentos Rodrigo ";"Avinguda Salma, 82, 80º E";"Os Bravo de Arriba";50035;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":2},{""beds"":3}]}";10;"2020-11-23 07:53:27"
"Global Benítez S. de H.";669;2675;"Hotel Aitana resort";"Calle Iglesias, 63, 1º B";"Los Regalado";13355;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1},{""beds"":3},{""beds"":2}]}";7;"2019-12-23 21:05:46"
"Alaniz y Correa";277;2676;"Villa Emilia park";"Passeig Villanueva, 7, 27º B";"Roque del Puerto";59113;ES;VILLA;"{""living_rooms"":2,""bed_rooms"":[{""beds"":1},{""beds"":2},{""beds"":1}]}";5;"2021-06-20 15:46:20"
"Corporación Arguello";24;2677;"Villa Omar park";"Avenida Santiago, 22, 9º B";"Sotelo de la Sierra";57096;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2},{""beds"":2}]}";4;"2020-04-07 04:14:09"
"Navarrete y Córdoba";100;2678;"Casa rural Nuria ";"Praza Gálvez, 891, 7º B";"Vall Calvillo";60753;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2},{""beds"":1}]}";5;"2020-05-01 09:58:30"
"Corporación Cabán-Sandoval";171;2679;"Hotel Rayan ";"Ronda Gael, 727, 14º 9º";"L' Ruiz de Arriba";65212;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1},{""beds"":2}]}";4;"2019-12-05 11:55:28"
"Alaniz de Castellano y Flia.";81;2680;"Villa Berta ";"Praza Marco, 97, Ático 1º";"Carballo del Vallès";42946;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2},{""beds"":2}]}";6;"2021-08-08 18:57:55"
"Orozco-Antón SRL";584;2681;"Casa rural Asier playa";"Rúa Guillermo, 1, 41º E";"O León de San Pedro";92079;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":1}]}";6;"2020-03-29 01:26:32"
"De la Torre, Sáenz y Godínez y Flia.";127;2682;"Hotel César resort";"Ruela Espinoza, 57, 3º B";"Las Salas";99378;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":1}]}";6;"2020-04-13 07:22:32"
"Villaseñor y Ponce";32;2683;"Casa rural Oliver park";"Paseo Juárez, 2, Bajo 0º";"Cabello de la Sierra";36525;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":2}]}";7;"2020-01-02 18:52:04"
"Lugo, Castillo y Yáñez e Hija";738;2684;"Hostal José Manuel ";"Passeig Téllez, 9, 5º C";"O Mata del Penedès";74642;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2}]}";2;"2021-04-14 08:36:33"
"Delgado de Jurado SA";136;2685;"Apartamentos Iván playa";"Ronda Valeria, 545, 0º 2º";"A Delgado";73008;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1},{""beds"":1}]}";3;"2021-01-13 03:40:46"
"Castellanos y Ruíz";260;2686;"Hotel Víctor playa";"Camiño Martos, 16, Entre suelo 0º";"Corrales de las Torres";46704;ES;VILLA;"{""living_rooms"":3,""bed_rooms"":[{""beds"":3},{""beds"":1},{""beds"":1},{""beds"":1}]}";7;"2020-10-14 18:25:38"
"Martí y Soler";103;2687;"Apartamento Vera resort";"Camiño María Dolores, 3, 9º";"A Gallardo Alta";93126;ES;VILLA;"{""living_rooms"":2,""bed_rooms"":[{""beds"":3},{""beds"":3},{""beds"":3},{""beds"":2},{""beds"":3}]}";20;"2020-05-02 23:36:48"
"Maldonado y Gámez";612;2688;"Hotel Julia resort";"Passeig Monroy, 86, 47º B";"El Esquivel del Puerto";86355;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2}]}";2;"2020-09-25 12:58:44"
"Yáñez, Orta y Oliva SA";884;2689;"Hostal Ainhoa resort";"Avenida Hernándes, 9, 4º";"L' Leal";89559;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2},{""beds"":2},{""beds"":2}]}";9;"2021-04-12 14:40:24"
"Garrido y Villaseñor";393;2690;"Apartamento Oriol playa";"Ronda Vega, 95, 4º D";"As Rosas de la Sierra";82309;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3}]}";5;"2020-11-15 10:00:45"
"Escobedo de Salinas e Hija";25;2691;"Apartamentos Inmaculada park";"Travesía Erik, 717, 4º C";"La Delgadillo";82185;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":3}]}";6;"2021-08-26 01:00:47"
"Meléndez y Zamudio";351;2692;"Hostal Isaac playa";"Travesía Pagan, 2, 0º";"O Venegas del Puerto";67170;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":3},{""beds"":2}]}";12;"2020-01-07 16:43:32"
"Grupo Quesada";887;2693;"Villa Sonia playa";"Passeig Villegas, 50, Ático 0º";"L' Plaza";70619;ES;VILLA;"{""living_rooms"":3,""bed_rooms"":[{""beds"":1},{""beds"":3},{""beds"":2}]}";7;"2020-12-14 07:07:25"
"Gestora Frías";660;2694;"Casa rural María resort";"Praza Fernando, 233, 3º A";"Gastélum de San Pedro";93408;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2},{""beds"":2}]}";5;"2020-08-11 17:55:12"
"Carreón de Barraza";579;2695;"Hotel Alicia resort";"Paseo Carla, 40, 9º A";"El Rivas de las Torres";58003;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2},{""beds"":3}]}";6;"2021-01-20 06:34:14"
Pizarro-Santacruz;638;2696;"Apartamento Guillermo ";"Paseo Partida, 454, 1º B";"A Roca";63389;ES;VILLA;"{""living_rooms"":2,""bed_rooms"":[{""beds"":1},{""beds"":2},{""beds"":3},{""beds"":1},{""beds"":1}]}";12;"2021-02-11 08:33:39"
"Torres, Salcido y Gaitán SA";674;2697;"Apartamento Enrique playa";"Ruela Roig, 746, 20º F";"La Polo";94973;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1}]}";2;"2021-11-05 17:44:25"
"Agosto y Iglesias";83;2698;"Casa rural Salma resort";"Plaza Olga, 197, 23º B";"Vall Nazario";24061;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2},{""beds"":2},{""beds"":2}]}";7;"2019-11-16 00:52:01"
"Esquivel-Delgado e Hijos";581;2699;"Casa rural Alejandra park";"Plaça Delarosa, 32, Entre suelo 3º";"A Urbina de Arriba";81699;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":1}]}";4;"2021-06-05 20:40:47"
"Espino y Luque";64B;2700;"Hostal Guillermo park";"Carrer Zepeda, 966, 4º A";"Puga Medio";39993;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1}]}";2;"2021-05-04 01:52:42"
"Caraballo-Trejo e Hija";507;2701;"Casa rural Andrés resort";"Avenida Helena, 687, Entre suelo 8º";"Tijerina del Bages";28530;ES;VILLA;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2},{""beds"":1},{""beds"":1},{""beds"":3}]}";11;"2021-02-21 21:20:57"
"Briseño de Montero y Asoc.";270;2702;"Hotel Yaiza playa";"Ronda Villalba, 62, 85º 7º";"O Ontiveros";87466;ES;VILLA;"{""living_rooms"":3,""bed_rooms"":[{""beds"":3},{""beds"":3},{""beds"":2}]}";12;"2021-03-15 12:39:11"
"Mesa y Soler";12;2703;"Villa Jan playa";"Camino Toro, 423, 4º";"Vallejo del Puerto";50853;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1},{""beds"":3}]}";4;"2020-05-23 23:31:02"
"Viajes Carranza S. de H.";661;2704;"Villa Aurora ";"Carrer Martín, 22, 77º B";"As Álvarez";72802;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2},{""beds"":2}]}";5;"2021-06-19 03:26:52"
"Asociación Camacho-Téllez";410;2705;"Apartamentos Carmen resort";"Camino Salma, 6, 4º B";"Zapata de las Torres";11027;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1},{""beds"":3},{""beds"":2}]}";7;"2020-09-23 13:14:03"
Galarza-Tirado;35;2706;"Villa Hugo park";"Passeig Mares, 278, 8º A";"Os Galán";62049;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":2}]}";5;"2021-02-06 13:09:50"
"Batista-Saavedra SA";268;2707;"Casa rural Celia park";"Calle Lucas, 7, 9º";"Tello Baja";68157;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1},{""beds"":3}]}";5;"2021-06-09 08:23:33"
"Rincón-Llamas y Flia.";5;2708;"Hotel Bruno park";"Avenida Jaime, 7, Ático 7º";"San De la Fuente";13806;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2},{""beds"":3},{""beds"":2}]}";7;"2021-03-15 11:12:51"
"Prieto de Barajas SA";771;2709;"Casa rural Rafael ";"Camino Ángela, 104, 74º C";"Los Cazares";93014;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1},{""beds"":1},{""beds"":2}]}";6;"2020-09-26 19:22:57"
"Centro Altamirano y Flia.";483;2710;"Villa Rafael ";"Calle Alejandra, 8, 43º F";"L' Zayas de la Sierra";10375;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":2}]}";8;"2020-12-29 06:15:21"
"Elizondo-Meléndez SRL";142;2711;"Hostal Aaron playa";"Camino Cervántez, 218, Bajo 1º";"La Olivera Medio";53941;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2}]}";3;"2020-05-29 06:54:27"
"Gestora Andrés";211;2712;"Casa rural Marina ";"Avinguda Margarita, 665, 5º C";"A Armijo del Puerto";98270;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":1}]}";6;"2020-10-28 15:28:01"
